Steno_archive_dump_4June2024_LabID,Steno_DID_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,Steno_DID_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,Steno_DID_Edit_User,Steno_DID_Edit_Date,Steno_DID_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
187734,102902,187734,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1023,F,9,226690,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1957,Brittany Hanser,2/5/18,,,,4/6/18,Alaina Harmon,2/9/22,4/6/18,52605,102902,2/7/18,Brittany Hanser,Victor Fluorometry,0.55,,,,,,Gabriela Serra-Valente,4/9/18,4/9/18
187735,102903,187735,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1023,F,10,226691,Y,Genomic DNA,4,>50ul,N,,,,1957,Brittany Hanser,2/5/18,,,,4/6/18,Alaina Harmon,2/9/22,4/6/18,52602,102903,2/7/18,Brittany Hanser,Victor Fluorometry,77.63,,,,,,Gabriela Serra-Valente,4/9/18,4/9/18
187736,102904,187736,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1023,F,11,226692,Y,Genomic DNA,4,>50ul,N,,,,1957,Brittany Hanser,2/5/18,,,,4/6/18,Alaina Harmon,2/9/22,4/6/18,52612,102904,2/7/18,Brittany Hanser,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,4/9/18,4/9/18
187737,102905,187737,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1023,F,12,226693,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1957,Brittany Hanser,2/5/18,,,,4/6/18,Alaina Harmon,2/9/22,4/6/18,52600,102905,2/7/18,Brittany Hanser,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,4/9/18,4/9/18
195238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197357,116186,197357,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",8,1090,L,5,237631,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2285,Kelly Robertson,6/2/21,,,,6/29/21,Alaina Harmon,9/15/21,6/29/21,,,,,,,,,,,,,,
203241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214419,125324,214419,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",17,332,H,6,256013,Y,Genomic DNA,3,>25ul and <=50ul,Y,Vicki Pease,,,2440,Vicki Pease,6/2/23,,,,9/14/23,Alaina Harmon,9/29/23,9/14/23,,,,,,,,,,,,,,
214420,125325,214420,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",17,332,H,7,256014,Y,Genomic DNA,3,>25ul and <=50ul,Y,Vicki Pease,,,2440,Vicki Pease,6/2/23,,,,9/14/23,Alaina Harmon,9/29/23,9/14/23,,,,,,,,,,,,,,
214431,125334,214431,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",17,332,I,7,256025,Y,Genomic DNA,3,>25ul and <=50ul,Y,Vicki Pease,,,2440,Vicki Pease,6/2/23,,,,9/14/23,Alaina Harmon,9/29/23,9/14/23,,,,,,,,,,,,,,
217535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
